,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
26057,Sweden,Wheat,2002,61487,624.0,2198.0,7.96
26059,Sweden,Wheat,2004,59798,624.0,1353.0,7.53
26061,Sweden,Wheat,2005,63334,624.0,2132.0,7.72
26063,Sweden,Wheat,2006,54627,624.0,2220.0,8.3
26065,Sweden,Wheat,2007,62571,624.0,2157.0,8.16
26067,Sweden,Wheat,2008,61087,624.0,2352.0,8.49
26069,Sweden,Wheat,2009,60776,624.0,1935.0,7.54
26071,Sweden,Wheat,2010,53966,624.0,1982.0,6.01
26073,Sweden,Wheat,2011,53786,624.0,1781.0,8.18
26075,Sweden,Wheat,2012,62379,624.0,1814.0,7.21
26077,Sweden,Wheat,2013,57792,624.0,1620.0,7.1
26081,Switzerland,Wheat,1990,56376,1537.0,2282.0,8.19
26085,Switzerland,Wheat,1991,59471,1537.0,2055.9,7.24
26089,Switzerland,Wheat,1992,55114,1537.0,2018.7,7.98
26093,Switzerland,Wheat,1993,59382,1537.0,1934.5,7.48
26097,Switzerland,Wheat,1994,54925,1537.0,1922.5,8.78
26101,Switzerland,Wheat,1995,59798,1537.0,1826.3,7.65
26105,Switzerland,Wheat,1996,66149,1537.0,1746.3,6.66
26109,Switzerland,Wheat,1997,59787,1537.0,1644.3,7.96
26113,Switzerland,Wheat,1998,61811,1537.0,1563.6,7.81
26117,Switzerland,Wheat,1999,52609,1537.0,1526.6,7.76
26121,Switzerland,Wheat,2000,59477,1537.0,1576.9,8.54
26125,Switzerland,Wheat,2001,55116,1537.0,1561.9,7.82
26129,Switzerland,Wheat,2002,56340,1537.0,1526.6,8.42
26133,Switzerland,Wheat,2004,61177,1537.0,1390.7,7.67
26137,Switzerland,Wheat,2005,57316,1537.0,1388.3,7.49
26141,Switzerland,Wheat,2006,58130,1537.0,1359.04,8.19
26145,Switzerland,Wheat,2007,59803,1537.0,2099.3,8.43
26149,Switzerland,Wheat,2008,60014,1537.0,2011.47,7.98
26153,Switzerland,Wheat,2009,60214,1537.0,2170.4,8.15
26157,Switzerland,Wheat,2010,57490,1537.0,2059.6,7.06
26161,Switzerland,Wheat,2011,62952,1537.0,2132.14,8.68
26165,Switzerland,Wheat,2012,57763,1537.0,2077.9,7.96
26169,Switzerland,Wheat,2013,53834,1537.0,2098.5,7.94
26175,Tajikistan,Wheat,1992,9073,691.0,2280.0,7.9
26181,Tajikistan,Wheat,1993,8513,691.0,2280.0,7.29
26187,Tajikistan,Wheat,1994,8409,691.0,714.0,8.01
26193,Tajikistan,Wheat,1995,8882,691.0,54.0,8.49
26199,Tajikistan,Wheat,1996,8566,691.0,826.0,7.55
26205,Tajikistan,Wheat,1997,12687,691.0,751.31,8.69
26211,Tajikistan,Wheat,1998,11448,691.0,676.63,8.34
26217,Tajikistan,Wheat,1999,11486,691.0,601.94,8.74
26223,Tajikistan,Wheat,2000,11839,691.0,527.25,8.78
26229,Tajikistan,Wheat,2001,13098,691.0,452.56,9.16
26235,Tajikistan,Wheat,2002,17898,691.0,377.88,8.63
26241,Tajikistan,Wheat,2004,19897,691.0,228.5,9.24
26246,Tajikistan,Wheat,2005,19603,691.0,235.4,8.61
26252,Tajikistan,Wheat,2006,19967,691.0,241.9,8.97
26258,Tajikistan,Wheat,2007,23500,691.0,247.9,8.69
26264,Tajikistan,Wheat,2008,19866,691.0,253.5,8.29
26270,Tajikistan,Wheat,2009,30343,691.0,258.1,8.42
26276,Tajikistan,Wheat,2010,30159,691.0,262.1,8.98
26282,Tajikistan,Wheat,2011,23359,691.0,264.6,8.45
26288,Tajikistan,Wheat,2012,26758,691.0,264.6,7.71
26294,Tajikistan,Wheat,2013,29735,691.0,264.6,10.1
26301,Thailand,Wheat,1990,6107,1622.0,18849.0,27.96
26308,Thailand,Wheat,1991,4861,1622.0,18849.0,27.85
26315,Thailand,Wheat,1992,6753,1622.0,18849.0,27.55
26322,Thailand,Wheat,1993,6167,1622.0,18849.0,27.58
26329,Thailand,Wheat,1994,7000,1622.0,20448.0,27.76
26336,Thailand,Wheat,1995,6820,1622.0,24062.0,27.68
26343,Thailand,Wheat,1996,6455,1622.0,21901.0,27.37
26350,Thailand,Wheat,1997,6903,1622.0,23960.0,28.01
26357,Thailand,Wheat,1998,6951,1622.0,19212.0,28.44
26364,Thailand,Wheat,1999,6995,1622.0,22761.0,27.34
26371,Thailand,Wheat,2000,7039,1622.0,20334.0,27.52
26378,Thailand,Wheat,2001,7087,1622.0,30629.67,27.81
26385,Thailand,Wheat,2002,7148,1622.0,40925.33,27.98
26392,Thailand,Wheat,2004,7642,1622.0,88548.0,27.8
26399,Thailand,Wheat,2005,7816,1622.0,43831.0,27.92
26406,Thailand,Wheat,2006,7963,1622.0,41220.0,27.92
26413,Thailand,Wheat,2007,8108,1622.0,66858.0,27.79
26420,Thailand,Wheat,2008,8256,1622.0,65423.0,27.48
26427,Thailand,Wheat,2009,8473,1622.0,67933.0,27.79
26434,Thailand,Wheat,2010,8756,1622.0,68986.0,28.54
26441,Thailand,Wheat,2011,9085,1622.0,87191.0,27.56
26448,Thailand,Wheat,2012,8696,1622.0,69921.0,28.48
26455,Thailand,Wheat,2013,12500,1622.0,8136.0,28.98
26458,Tunisia,Wheat,1990,12721,207.0,909.0,19.34
26461,Tunisia,Wheat,1991,17006,207.0,909.0,18.41
26464,Tunisia,Wheat,1992,17030,207.0,909.0,18.54
26467,Tunisia,Wheat,1993,13700,207.0,909.0,18.9
26470,Tunisia,Wheat,1994,10694,207.0,909.0,19.93
26473,Tunisia,Wheat,1995,12780,207.0,909.0,19.22
26476,Tunisia,Wheat,1996,16151,207.0,909.0,18.88
26479,Tunisia,Wheat,1997,11061,207.0,909.0,19.54
26482,Tunisia,Wheat,1998,14248,207.0,868.44,19.19
26485,Tunisia,Wheat,1999,14184,207.0,827.87,19.97
26488,Tunisia,Wheat,2000,11727,207.0,787.31,19.76
26491,Tunisia,Wheat,2001,20000,207.0,746.75,20.04
26494,Tunisia,Wheat,2002,14144,207.0,706.18,19.74
26497,Tunisia,Wheat,2004,16634,207.0,625.06,19.37
26500,Tunisia,Wheat,2005,16918,207.0,584.49,19.12
26503,Tunisia,Wheat,2006,14941,207.0,543.93,19.82
26506,Tunisia,Wheat,2007,18762,207.0,503.37,19.71
26509,Tunisia,Wheat,2008,17174,207.0,462.8,19.76
26512,Tunisia,Wheat,2009,21038,207.0,422.24,19.64
26515,Tunisia,Wheat,2010,18923,207.0,422.24,19.76
26518,Tunisia,Wheat,2011,20791,207.0,422.24,19.53
26521,Tunisia,Wheat,2012,20203,207.0,422.24,20.12
26524,Tunisia,Wheat,2013,14614,207.0,422.24,20.0
26545,Turkey,Wheat,1990,21227,593.0,29918.0,19.22
26546,Turkey,Wheat,1990,21227,593.0,29918.0,10.51
26547,Turkey,Wheat,1990,21227,593.0,29918.0,11.91
26548,Turkey,Wheat,1990,21227,593.0,29918.0,14.01
26549,Turkey,Wheat,1990,21227,593.0,29918.0,17.94
26570,Turkey,Wheat,1991,21288,593.0,24343.0,18.94
26571,Turkey,Wheat,1991,21288,593.0,24343.0,10.37
26572,Turkey,Wheat,1991,21288,593.0,24343.0,11.2
26573,Turkey,Wheat,1991,21288,593.0,24343.0,13.21
26574,Turkey,Wheat,1991,21288,593.0,24343.0,17.04
26595,Turkey,Wheat,1992,20405,593.0,27110.0,17.68
26596,Turkey,Wheat,1992,20405,593.0,27110.0,9.06
26597,Turkey,Wheat,1992,20405,593.0,27110.0,10.77
26598,Turkey,Wheat,1992,20405,593.0,27110.0,13.01
26599,Turkey,Wheat,1992,20405,593.0,27110.0,16.91
26620,Turkey,Wheat,1993,21642,593.0,28042.0,18.82
26621,Turkey,Wheat,1993,21642,593.0,28042.0,9.96
26622,Turkey,Wheat,1993,21642,593.0,28042.0,11.45
26623,Turkey,Wheat,1993,21642,593.0,28042.0,13.32
26624,Turkey,Wheat,1993,21642,593.0,28042.0,17.39
26645,Turkey,Wheat,1994,17975,593.0,24219.0,19.76
26646,Turkey,Wheat,1994,17975,593.0,24219.0,11.7
26647,Turkey,Wheat,1994,17975,593.0,24219.0,12.83
26648,Turkey,Wheat,1994,17975,593.0,24219.0,14.88
26649,Turkey,Wheat,1994,17975,593.0,24219.0,18.35
26670,Turkey,Wheat,1995,19315,593.0,27328.0,19.15
26671,Turkey,Wheat,1995,19315,593.0,27328.0,10.93
26672,Turkey,Wheat,1995,19315,593.0,27328.0,12.06
26673,Turkey,Wheat,1995,19315,593.0,27328.0,14.14
26674,Turkey,Wheat,1995,19315,593.0,27328.0,17.64
26695,Turkey,Wheat,1996,19852,593.0,30286.0,19.47
26696,Turkey,Wheat,1996,19852,593.0,30286.0,11.29
26697,Turkey,Wheat,1996,19852,593.0,30286.0,11.92
26698,Turkey,Wheat,1996,19852,593.0,30286.0,13.77
26699,Turkey,Wheat,1996,19852,593.0,30286.0,17.49
26720,Turkey,Wheat,1997,20174,593.0,34431.0,18.65
26721,Turkey,Wheat,1997,20174,593.0,34431.0,10.13
26722,Turkey,Wheat,1997,20174,593.0,34431.0,11.34
26723,Turkey,Wheat,1997,20174,593.0,34431.0,13.16
26724,Turkey,Wheat,1997,20174,593.0,34431.0,17.2
26745,Turkey,Wheat,1998,22564,593.0,30162.0,19.92
26746,Turkey,Wheat,1998,22564,593.0,30162.0,11.72
26747,Turkey,Wheat,1998,22564,593.0,30162.0,12.56
26748,Turkey,Wheat,1998,22564,593.0,30162.0,14.48
26749,Turkey,Wheat,1998,22564,593.0,30162.0,18.08
26770,Turkey,Wheat,1999,19409,593.0,33089.0,20.02
26771,Turkey,Wheat,1999,19409,593.0,33089.0,11.69
26772,Turkey,Wheat,1999,19409,593.0,33089.0,13.02
26773,Turkey,Wheat,1999,19409,593.0,33089.0,15.0
26774,Turkey,Wheat,1999,19409,593.0,33089.0,18.74
26795,Turkey,Wheat,2000,22928,593.0,33471.0,19.33
26796,Turkey,Wheat,2000,22928,593.0,33471.0,10.39
26797,Turkey,Wheat,2000,22928,593.0,33471.0,12.03
26798,Turkey,Wheat,2000,22928,593.0,33471.0,14.29
26799,Turkey,Wheat,2000,22928,593.0,33471.0,17.97
26820,Turkey,Wheat,2001,20765,593.0,25539.0,20.09
26821,Turkey,Wheat,2001,20765,593.0,25539.0,12.32
26822,Turkey,Wheat,2001,20765,593.0,25539.0,13.16
26823,Turkey,Wheat,2001,20765,593.0,25539.0,15.11
26824,Turkey,Wheat,2001,20765,593.0,25539.0,18.63
26845,Turkey,Wheat,2002,21006,593.0,27915.0,19.54
26846,Turkey,Wheat,2002,21006,593.0,27915.0,10.81
26847,Turkey,Wheat,2002,21006,593.0,27915.0,12.24
26848,Turkey,Wheat,2002,21006,593.0,27915.0,14.51
26849,Turkey,Wheat,2002,21006,593.0,27915.0,18.18
26875,Turkey,Wheat,2004,22658,593.0,28831.0,19.48
26876,Turkey,Wheat,2004,22658,593.0,28831.0,10.99
26877,Turkey,Wheat,2004,22658,593.0,28831.0,12.26
26878,Turkey,Wheat,2004,22658,593.0,28831.0,14.23
26879,Turkey,Wheat,2004,22658,593.0,28831.0,17.97
26905,Turkey,Wheat,2005,23309,593.0,40332.0,19.44
26906,Turkey,Wheat,2005,23309,593.0,40332.0,11.24
26907,Turkey,Wheat,2005,23309,593.0,40332.0,12.2
26908,Turkey,Wheat,2005,23309,593.0,40332.0,14.23
26909,Turkey,Wheat,2005,23309,593.0,40332.0,17.78
26935,Turkey,Wheat,2006,23595,593.0,27421.0,19.44
26936,Turkey,Wheat,2006,23595,593.0,27421.0,11.12
26937,Turkey,Wheat,2006,23595,593.0,27421.0,11.96
26938,Turkey,Wheat,2006,23595,593.0,27421.0,14.11
26939,Turkey,Wheat,2006,23595,593.0,27421.0,17.71
26965,Turkey,Wheat,2007,21675,593.0,48715.51,19.82
26966,Turkey,Wheat,2007,21675,593.0,48715.51,11.87
26967,Turkey,Wheat,2007,21675,593.0,48715.51,12.91
26968,Turkey,Wheat,2007,21675,593.0,48715.51,14.98
26969,Turkey,Wheat,2007,21675,593.0,48715.51,18.6
26995,Turkey,Wheat,2008,23451,593.0,37640.2,19.92
26996,Turkey,Wheat,2008,23451,593.0,37640.2,11.33
26997,Turkey,Wheat,2008,23451,593.0,37640.2,12.7
26998,Turkey,Wheat,2008,23451,593.0,37640.2,14.91
26999,Turkey,Wheat,2008,23451,593.0,37640.2,18.47
27025,Turkey,Wheat,2009,25667,593.0,37651.15,19.94
27026,Turkey,Wheat,2009,25667,593.0,37651.15,11.63
27027,Turkey,Wheat,2009,25667,593.0,37651.15,12.75
27028,Turkey,Wheat,2009,25667,593.0,37651.15,14.95
27029,Turkey,Wheat,2009,25667,593.0,37651.15,18.41
27055,Turkey,Wheat,2010,24400,593.0,38554.69,21.02
27056,Turkey,Wheat,2010,24400,593.0,38554.69,13.27
27057,Turkey,Wheat,2010,24400,593.0,38554.69,13.8
27058,Turkey,Wheat,2010,24400,593.0,38554.69,15.6
27059,Turkey,Wheat,2010,24400,593.0,38554.69,19.27
27085,Turkey,Wheat,2011,27038,593.0,39534.43,19.36
27086,Turkey,Wheat,2011,27038,593.0,39534.43,10.39
27087,Turkey,Wheat,2011,27038,593.0,39534.43,11.6
27088,Turkey,Wheat,2011,27038,593.0,39534.43,13.65
27089,Turkey,Wheat,2011,27038,593.0,39534.43,17.6
27115,Turkey,Wheat,2012,26723,593.0,42610.59,19.92
27116,Turkey,Wheat,2012,26723,593.0,42610.59,11.45
27117,Turkey,Wheat,2012,26723,593.0,42610.59,12.71
27118,Turkey,Wheat,2012,26723,593.0,42610.59,14.97
27119,Turkey,Wheat,2012,26723,593.0,42610.59,18.54
27145,Turkey,Wheat,2013,28451,593.0,39440.0,20.22
27146,Turkey,Wheat,2013,28451,593.0,39440.0,13.27
27147,Turkey,Wheat,2013,28451,593.0,39440.0,14.07
27148,Turkey,Wheat,2013,28451,593.0,39440.0,16.02
27149,Turkey,Wheat,2013,28451,593.0,39440.0,19.21
27158,Uganda,Wheat,1990,20000,1180.0,72.0,23.36
27167,Uganda,Wheat,1991,18000,1180.0,72.0,23.3
27176,Uganda,Wheat,1992,17600,1180.0,72.0,23.46
27185,Uganda,Wheat,1993,18000,1180.0,71.0,23.62
27194,Uganda,Wheat,1994,18000,1180.0,59.0,23.6
27203,Uganda,Wheat,1995,18000,1180.0,88.0,23.72
27212,Uganda,Wheat,1996,18000,1180.0,88.0,23.49
27221,Uganda,Wheat,1997,18000,1180.0,88.0,24.04
27230,Uganda,Wheat,1998,18000,1180.0,88.0,23.97
27239,Uganda,Wheat,1999,18333,1180.0,88.0,23.52
27248,Uganda,Wheat,2000,17143,1180.0,88.0,23.75
27257,Uganda,Wheat,2001,17500,1180.0,88.0,23.47
27266,Uganda,Wheat,2002,17500,1180.0,88.0,23.99
27275,Uganda,Wheat,2004,16667,1180.0,88.0,24.02
27284,Uganda,Wheat,2005,16667,1180.0,88.0,24.29
27293,Uganda,Wheat,2006,18000,1180.0,88.0,23.95
27302,Uganda,Wheat,2007,17273,1180.0,88.0,23.68
27311,Uganda,Wheat,2008,17273,1180.0,88.0,23.68
27320,Uganda,Wheat,2009,16667,1180.0,88.0,24.18
27329,Uganda,Wheat,2010,16667,1180.0,88.0,24.14
27338,Uganda,Wheat,2011,17692,1180.0,88.0,23.89
27347,Uganda,Wheat,2012,14286,1180.0,88.0,24.03
27356,Uganda,Wheat,2013,14286,1180.0,88.0,24.13
27362,Ukraine,Wheat,1992,30926,565.0,66772.0,8.07
27368,Ukraine,Wheat,1993,37980,565.0,61843.46,6.89
27374,Ukraine,Wheat,1994,30745,565.0,56914.93,7.98
27380,Ukraine,Wheat,1995,29699,565.0,51986.39,8.26
27386,Ukraine,Wheat,1996,22993,565.0,47057.85,7.0
27392,Ukraine,Wheat,1997,28277,565.0,42129.32,7.21
27398,Ukraine,Wheat,1998,26479,565.0,37200.78,7.74
27404,Ukraine,Wheat,1999,22903,565.0,32272.25,8.97
27410,Ukraine,Wheat,2000,19756,565.0,27343.71,8.82
27416,Ukraine,Wheat,2001,31020,565.0,22415.17,8.42
27422,Ukraine,Wheat,2002,30455,565.0,17486.64,8.87
27428,Ukraine,Wheat,2004,31661,565.0,15344.4,8.32
27434,Ukraine,Wheat,2005,28457,565.0,23021.7,8.39
27440,Ukraine,Wheat,2006,25308,565.0,28832.6,7.88
27446,Ukraine,Wheat,2007,23420,565.0,36476.0,9.46
27452,Ukraine,Wheat,2008,36698,565.0,54080.5,9.24
27458,Ukraine,Wheat,2009,30930,565.0,36444.7,8.82
27464,Ukraine,Wheat,2010,26816,565.0,62534.6,8.97
27470,Ukraine,Wheat,2011,33533,565.0,79491.7,8.48
27476,Ukraine,Wheat,2012,27999,565.0,90814.8,8.56
27482,Ukraine,Wheat,2013,33931,565.0,86781.8,10.33
27488,United Kingdom,Wheat,1990,69712,1220.0,29517.0,9.56
27489,United Kingdom,Wheat,1990,69712,1220.0,29517.0,10.4
27490,United Kingdom,Wheat,1990,69712,1220.0,29517.0,10.4
27491,United Kingdom,Wheat,1990,69712,1220.0,29517.0,8.68
27492,United Kingdom,Wheat,1990,69712,1220.0,29517.0,10.94
27498,United Kingdom,Wheat,1991,72519,1220.0,29022.0,9.11
27499,United Kingdom,Wheat,1991,72519,1220.0,29022.0,9.24
27500,United Kingdom,Wheat,1991,72519,1220.0,29022.0,9.24
27501,United Kingdom,Wheat,1991,72519,1220.0,29022.0,7.99
27502,United Kingdom,Wheat,1991,72519,1220.0,29022.0,9.67
27508,United Kingdom,Wheat,1992,68194,1220.0,31077.0,9.11
27509,United Kingdom,Wheat,1992,68194,1220.0,31077.0,9.54
27510,United Kingdom,Wheat,1992,68194,1220.0,31077.0,9.54
27511,United Kingdom,Wheat,1992,68194,1220.0,31077.0,8.05
27512,United Kingdom,Wheat,1992,68194,1220.0,31077.0,10.15
27518,United Kingdom,Wheat,1993,73282,1220.0,32387.0,8.75
27519,United Kingdom,Wheat,1993,73282,1220.0,32387.0,9.14
27520,United Kingdom,Wheat,1993,73282,1220.0,32387.0,9.14
27521,United Kingdom,Wheat,1993,73282,1220.0,32387.0,7.59
27522,United Kingdom,Wheat,1993,73282,1220.0,32387.0,9.69
27528,United Kingdom,Wheat,1994,73520,1220.0,33929.0,9.01
27529,United Kingdom,Wheat,1994,73520,1220.0,33929.0,9.86
27530,United Kingdom,Wheat,1994,73520,1220.0,33929.0,9.86
27531,United Kingdom,Wheat,1994,73520,1220.0,33929.0,8.07
27532,United Kingdom,Wheat,1994,73520,1220.0,33929.0,10.48
27538,United Kingdom,Wheat,1995,76992,1220.0,33743.0,9.52
27539,United Kingdom,Wheat,1995,76992,1220.0,33743.0,10.17
27540,United Kingdom,Wheat,1995,76992,1220.0,33743.0,10.17
27541,United Kingdom,Wheat,1995,76992,1220.0,33743.0,8.49
27542,United Kingdom,Wheat,1995,76992,1220.0,33743.0,10.55
27548,United Kingdom,Wheat,1996,81315,1220.0,35579.0,8.8
27549,United Kingdom,Wheat,1996,81315,1220.0,35579.0,8.87
27550,United Kingdom,Wheat,1996,81315,1220.0,35579.0,8.87
27551,United Kingdom,Wheat,1996,81315,1220.0,35579.0,7.71
27552,United Kingdom,Wheat,1996,81315,1220.0,35579.0,9.27
27558,United Kingdom,Wheat,1997,73776,1220.0,35490.0,9.94
27559,United Kingdom,Wheat,1997,73776,1220.0,35490.0,10.17
27560,United Kingdom,Wheat,1997,73776,1220.0,35490.0,10.17
27561,United Kingdom,Wheat,1997,73776,1220.0,35490.0,8.87
27562,United Kingdom,Wheat,1997,73776,1220.0,35490.0,10.64
27568,United Kingdom,Wheat,1998,75542,1220.0,35422.0,9.59
27569,United Kingdom,Wheat,1998,75542,1220.0,35422.0,10.0
27570,United Kingdom,Wheat,1998,75542,1220.0,35422.0,10.0
27571,United Kingdom,Wheat,1998,75542,1220.0,35422.0,8.56
27572,United Kingdom,Wheat,1998,75542,1220.0,35422.0,10.4
27578,United Kingdom,Wheat,1999,80495,1220.0,35537.0,9.67
27579,United Kingdom,Wheat,1999,80495,1220.0,35537.0,10.3
27580,United Kingdom,Wheat,1999,80495,1220.0,35537.0,10.3
27581,United Kingdom,Wheat,1999,80495,1220.0,35537.0,8.74
27582,United Kingdom,Wheat,1999,80495,1220.0,35537.0,10.86
27588,United Kingdom,Wheat,2000,80075,1220.0,33031.28,9.47
27589,United Kingdom,Wheat,2000,80075,1220.0,33031.28,9.97
27590,United Kingdom,Wheat,2000,80075,1220.0,33031.28,9.97
27591,United Kingdom,Wheat,2000,80075,1220.0,33031.28,8.48
27592,United Kingdom,Wheat,2000,80075,1220.0,33031.28,10.52
27598,United Kingdom,Wheat,2001,70827,1220.0,32893.1,9.25
27599,United Kingdom,Wheat,2001,70827,1220.0,32893.1,9.69
27600,United Kingdom,Wheat,2001,70827,1220.0,32893.1,9.69
27601,United Kingdom,Wheat,2001,70827,1220.0,32893.1,8.15
27602,United Kingdom,Wheat,2001,70827,1220.0,32893.1,10.18
27608,United Kingdom,Wheat,2002,80028,1220.0,30995.26,9.78
27609,United Kingdom,Wheat,2002,80028,1220.0,30995.26,10.28
27610,United Kingdom,Wheat,2002,80028,1220.0,30995.26,10.28
27611,United Kingdom,Wheat,2002,80028,1220.0,30995.26,8.76
27612,United Kingdom,Wheat,2002,80028,1220.0,30995.26,10.91
27618,United Kingdom,Wheat,2004,77754,1220.0,31223.91,9.86
27619,United Kingdom,Wheat,2004,77754,1220.0,31223.91,10.27
27620,United Kingdom,Wheat,2004,77754,1220.0,31223.91,10.27
27621,United Kingdom,Wheat,2004,77754,1220.0,31223.91,8.92
27622,United Kingdom,Wheat,2004,77754,1220.0,31223.91,10.77
27628,United Kingdom,Wheat,2005,79609,1220.0,31415.27,9.9
27629,United Kingdom,Wheat,2005,79609,1220.0,31415.27,10.24
27630,United Kingdom,Wheat,2005,79609,1220.0,31415.27,10.24
27631,United Kingdom,Wheat,2005,79609,1220.0,31415.27,8.85
27632,United Kingdom,Wheat,2005,79609,1220.0,31415.27,10.63
27638,United Kingdom,Wheat,2006,80361,1220.0,22588.09,10.02
27639,United Kingdom,Wheat,2006,80361,1220.0,22588.09,10.58
27640,United Kingdom,Wheat,2006,80361,1220.0,22588.09,10.58
27641,United Kingdom,Wheat,2006,80361,1220.0,22588.09,9.1
27642,United Kingdom,Wheat,2006,80361,1220.0,22588.09,11.1
27648,United Kingdom,Wheat,2007,72244,1220.0,22331.7,10.11
27649,United Kingdom,Wheat,2007,72244,1220.0,22331.7,10.37
27650,United Kingdom,Wheat,2007,72244,1220.0,22331.7,10.37
27651,United Kingdom,Wheat,2007,72244,1220.0,22331.7,8.94
27652,United Kingdom,Wheat,2007,72244,1220.0,22331.7,10.83
27658,United Kingdom,Wheat,2008,82814,1220.0,21596.68,9.48
27659,United Kingdom,Wheat,2008,82814,1220.0,21596.68,9.82
27660,United Kingdom,Wheat,2008,82814,1220.0,21596.68,9.82
27661,United Kingdom,Wheat,2008,82814,1220.0,21596.68,8.42
27662,United Kingdom,Wheat,2008,82814,1220.0,21596.68,10.38
27668,United Kingdom,Wheat,2009,79284,1220.0,21324.22,9.59
27669,United Kingdom,Wheat,2009,79284,1220.0,21324.22,9.9
27670,United Kingdom,Wheat,2009,79284,1220.0,21324.22,9.9
27671,United Kingdom,Wheat,2009,79284,1220.0,21324.22,8.64
27672,United Kingdom,Wheat,2009,79284,1220.0,21324.22,10.52
27678,United Kingdom,Wheat,2010,76746,1220.0,16770.87,8.4
27679,United Kingdom,Wheat,2010,76746,1220.0,16770.87,8.8
27680,United Kingdom,Wheat,2010,76746,1220.0,16770.87,8.8
27681,United Kingdom,Wheat,2010,76746,1220.0,16770.87,7.43
27682,United Kingdom,Wheat,2010,76746,1220.0,16770.87,9.38
27688,United Kingdom,Wheat,2011,77471,1220.0,16401.66,9.82
27689,United Kingdom,Wheat,2011,77471,1220.0,16401.66,10.63
27690,United Kingdom,Wheat,2011,77471,1220.0,16401.66,10.63
27691,United Kingdom,Wheat,2011,77471,1220.0,16401.66,8.95
27692,United Kingdom,Wheat,2011,77471,1220.0,16401.66,11.19
27698,United Kingdom,Wheat,2012,66571,1220.0,17718.64,9.27
27699,United Kingdom,Wheat,2012,66571,1220.0,17718.64,9.55
27700,United Kingdom,Wheat,2012,66571,1220.0,17718.64,9.55
27701,United Kingdom,Wheat,2012,66571,1220.0,17718.64,8.08
27702,United Kingdom,Wheat,2012,66571,1220.0,17718.64,10.0
27708,United Kingdom,Wheat,2013,73838,1220.0,17673.46,8.76
27709,United Kingdom,Wheat,2013,73838,1220.0,17673.46,9.57
27710,United Kingdom,Wheat,2013,73838,1220.0,17673.46,9.57
27711,United Kingdom,Wheat,2013,73838,1220.0,17673.46,8.39
27712,United Kingdom,Wheat,2013,73838,1220.0,17673.46,9.91
27719,Uruguay,Wheat,1990,18510,1300.0,1762.01,16.91
27726,Uruguay,Wheat,1991,16135,1300.0,1762.01,16.95
27733,Uruguay,Wheat,1992,23035,1300.0,2072.03,16.7
27740,Uruguay,Wheat,1993,16018,1300.0,1634.02,16.81
27747,Uruguay,Wheat,1994,25653,1300.0,2272.08,17.17
27754,Uruguay,Wheat,1995,23359,1300.0,2413.02,16.66
27761,Uruguay,Wheat,1996,25957,1300.0,3444.01,17.03
27768,Uruguay,Wheat,1997,19843,1300.0,3362.05,17.46
27775,Uruguay,Wheat,1998,28929,1300.0,4239.03,16.77
27782,Uruguay,Wheat,1999,19537,1300.0,3925.03,16.62
27789,Uruguay,Wheat,2000,25344,1300.0,3650.08,16.95
27796,Uruguay,Wheat,2001,11488,1300.0,4433.04,17.61
27803,Uruguay,Wheat,2002,15011,1300.0,5184.5,17.06
27810,Uruguay,Wheat,2004,29704,1300.0,9017.73,17.22
27817,Uruguay,Wheat,2005,29583,1300.0,9232.47,17.13
27824,Uruguay,Wheat,2006,31603,1300.0,9143.45,17.13
27831,Uruguay,Wheat,2007,28420,1300.0,14057.2,16.53
27838,Uruguay,Wheat,2008,28560,1300.0,13335.22,17.43
27845,Uruguay,Wheat,2009,33583,1300.0,13475.41,16.96
27852,Uruguay,Wheat,2010,32196,1300.0,14981.18,17.11
27859,Uruguay,Wheat,2011,33979,1300.0,17517.76,16.9
27866,Uruguay,Wheat,2012,21822,1300.0,23506.4,17.53
27873,Uruguay,Wheat,2013,33177,1300.0,19028.6,15.92
27881,Zambia,Wheat,1990,43938,1020.0,1080.0,21.43
27889,Zambia,Wheat,1991,43841,1020.0,1080.0,20.84
27897,Zambia,Wheat,1992,41004,1020.0,1080.0,21.85
27905,Zambia,Wheat,1993,50737,1020.0,1080.0,21.0
27913,Zambia,Wheat,1994,52692,1020.0,1080.0,21.2
27921,Zambia,Wheat,1995,48705,1020.0,716.0,21.86
27929,Zambia,Wheat,1996,55771,1020.0,1670.0,21.19
27937,Zambia,Wheat,1997,66221,1020.0,1670.0,20.9
27945,Zambia,Wheat,1998,56681,1020.0,1670.0,21.32
27953,Zambia,Wheat,1999,69777,1020.0,1670.0,20.53
27961,Zambia,Wheat,2000,62102,1020.0,1670.0,20.66
27969,Zambia,Wheat,2001,66667,1020.0,1670.0,20.9
27977,Zambia,Wheat,2002,62500,1020.0,1670.0,21.55
27985,Zambia,Wheat,2004,61181,1020.0,1670.0,20.79
27993,Zambia,Wheat,2005,62104,1020.0,1670.0,21.97
28001,Zambia,Wheat,2006,54946,1020.0,1670.0,21.05
28009,Zambia,Wheat,2007,61511,1020.0,1670.0,20.87
28017,Zambia,Wheat,2008,99387,1020.0,1670.0,20.66
28025,Zambia,Wheat,2009,56991,1020.0,1670.0,20.76
28033,Zambia,Wheat,2010,63118,1020.0,1670.0,21.34
28041,Zambia,Wheat,2011,63068,1020.0,1670.0,20.88
